,date,date_id,wind,desc,temp,baro,hum
262,"Friday 19 July 2024, 06.00 — 12.00",1721368800000.0,19,Drizzle. Fog.,32.0,1003,76
263,"Friday 19 July 2024, 12.00 — 18.00",1721390400000.0,21,Broken clouds.,32.0,1001,71
264,"Friday 19 July 2024, 18.00 — 00.00",1721412000000.0,20,Fog.,30.0,1002,79
265,"Saturday 20 July 2024, 00.00 — 06.00",1721433600000.0,14,Fog.,28.0,1002,79
266,"Saturday 20 July 2024, 06.00 — 12.00",1721455200000.0,14,Fog.,32.0,1004,74
267,"Saturday 20 July 2024, 12.00 — 18.00",1721476800000.0,19,Broken clouds.,34.0,1002,65
268,"Saturday 20 July 2024, 18.00 — 00.00",1721498400000.0,14,Passing clouds.,33.0,1003,67
269,"Sunday 21 July 2024, 00.00 — 06.00",1721520000000.0,14,Passing clouds.,31.0,1003,72
270,"Sunday 21 July 2024, 06.00 — 12.00",1721541600000.0,17,Scattered clouds.,32.0,1004,69
271,"Sunday 21 July 2024, 12.00 — 18.00",1721563200000.0,20,Broken clouds.,35.0,1002,62
272,"Sunday 21 July 2024, 18.00 — 00.00",1721584800000.0,19,Partly cloudy.,34.0,1004,65
273,"Monday 22 July 2024, 00.00 — 06.00",1721606400000.0,15,Partly cloudy.,31.0,1004,69
274,"Monday 22 July 2024, 06.00 — 12.00",1721628000000.0,17,Broken clouds.,33.0,1006,67
275,"Monday 22 July 2024, 12.00 — 18.00",1721649600000.0,14,Broken clouds.,34.0,1004,63
276,"Monday 22 July 2024, 18.00 — 00.00",1721671200000.0,15,Partly cloudy.,33.0,1006,66
277,"Tuesday 23 July 2024, 00.00 — 06.00",1721692800000.0,15,Passing clouds.,30.0,1006,70
278,"Tuesday 23 July 2024, 06.00 — 12.00",1721714400000.0,18,Broken clouds.,34.0,1007,66
279,"Tuesday 23 July 2024, 12.00 — 18.00",1721736000000.0,21,Broken clouds.,36.0,1004,59
280,"Tuesday 23 July 2024, 18.00 — 00.00",1721757600000.0,12,Fog.,34.0,1006,80
281,"Wednesday 24 July 2024, 00.00 — 06.00",1721779200000.0,16,Fog.,29.0,1005,81
282,"Wednesday 24 July 2024, 06.00 — 12.00",1721800800000.0,17,Scattered clouds.,34.0,1005,69
283,"Wednesday 24 July 2024, 12.00 — 18.00",1721822400000.0,20,Scattered clouds.,35.0,1002,57
284,"Wednesday 24 July 2024, 18.00 — 00.00",1721844000000.0,16,Partly cloudy.,34.0,1003,65
285,"Thursday 25 July 2024, 00.00 — 06.00",1721865600000.0,15,Partly cloudy.,30.0,1003,72
286,"Thursday 25 July 2024, 06.00 — 12.00",1721887200000.0,18,Broken clouds.,34.0,1004,68
287,"Thursday 25 July 2024, 12.00 — 18.00",1721908800000.0,19,Broken clouds.,36.0,1001,60
288,"Thursday 25 July 2024, 18.00 — 00.00",1721930400000.0,16,Partly cloudy.,34.0,1003,70
289,"Friday 26 July 2024, 00.00 — 06.00",1721952000000.0,16,Partly cloudy.,30.0,1003,75
290,"Friday 26 July 2024, 06.00 — 12.00",1721973600000.0,19,Broken clouds.,34.0,1004,69
291,"Friday 26 July 2024, 12.00 — 18.00",1721995200000.0,21,Broken clouds.,35.0,1001,59
292,"Friday 26 July 2024, 18.00 — 00.00",1722016800000.0,19,Partly cloudy.,34.0,1003,66
293,"Saturday 27 July 2024, 00.00 — 06.00",1722038400000.0,19,Partly cloudy.,31.0,1003,71
294,"Saturday 27 July 2024, 06.00 — 12.00",1722060000000.0,21,Broken clouds.,33.0,1004,67
295,"Saturday 27 July 2024, 12.00 — 18.00",1722081600000.0,20,Broken clouds.,36.0,1001,56
296,"Saturday 27 July 2024, 18.00 — 00.00",1722103200000.0,16,Partly cloudy.,34.0,1003,61
297,"Sunday 28 July 2024, 00.00 — 06.00",1722124800000.0,16,Partly cloudy.,31.0,1002,64
298,"Sunday 28 July 2024, 06.00 — 12.00",1722146400000.0,21,Broken clouds.,34.0,1003,61
299,"Sunday 28 July 2024, 12.00 — 18.00",1722168000000.0,21,Broken clouds.,35.0,1000,54
300,"Sunday 28 July 2024, 18.00 — 00.00",1722189600000.0,17,Partly cloudy.,34.0,1000,57
301,"Monday 29 July 2024, 00.00 — 06.00",1722211200000.0,18,Partly cloudy.,31.0,1001,66
302,"Monday 29 July 2024, 06.00 — 12.00",1722232800000.0,17,Scattered clouds.,35.0,1002,61
303,"Monday 29 July 2024, 12.00 — 18.00",1722254400000.0,20,Broken clouds.,36.0,1000,58
304,"Monday 29 July 2024, 18.00 — 00.00",1722276000000.0,15,Broken clouds.,32.0,1001,75
305,"Sunday 14 July 2024, 18.00 — 00.00",1720980000000.0,9,Drizzle. Fog.,30.0,1003,82
306,"Monday 15 July 2024, 00.00 — 06.00",1721001600000.0,14,Fog.,29.0,1002,80
307,"Monday 15 July 2024, 06.00 — 12.00",1721023200000.0,17,Drizzle. Broken clouds.,29.0,1003,82
308,"Monday 15 July 2024, 12.00 — 18.00",1721044800000.0,13,Drizzle. Broken clouds.,29.0,1001,85
309,"Monday 15 July 2024, 18.00 — 00.00",1721066400000.0,19,Fog.,29.0,1002,84
310,"Tuesday 16 July 2024, 00.00 — 06.00",1721088000000.0,21,Fog.,28.0,1001,84
311,"Tuesday 16 July 2024, 06.00 — 12.00",1721109600000.0,21,Broken clouds.,31.0,1003,79
312,"Tuesday 16 July 2024, 12.00 — 18.00",1721131200000.0,18,Broken clouds.,32.0,1001,70
313,"Tuesday 16 July 2024, 18.00 — 00.00",1721152800000.0,19,Drizzle. Fog.,31.0,1002,76
314,"Wednesday 17 July 2024, 00.00 — 06.00",1721174400000.0,17,Fog.,29.0,1002,83
315,"Wednesday 17 July 2024, 06.00 — 12.00",1721196000000.0,13,Fog.,33.0,1004,79
316,"Wednesday 17 July 2024, 12.00 — 18.00",1721217600000.0,21,Broken clouds.,35.0,1001,66
317,"Wednesday 17 July 2024, 18.00 — 00.00",1721239200000.0,20,Partly cloudy.,33.0,1003,71
318,"Thursday 18 July 2024, 00.00 — 06.00",1721260800000.0,20,Fog.,30.0,1002,78
319,"Thursday 18 July 2024, 06.00 — 12.00",1721282400000.0,18,Fog.,32.0,1004,75
320,"Thursday 18 July 2024, 12.00 — 18.00",1721304000000.0,17,Broken clouds.,32.0,1002,73
321,"Thursday 18 July 2024, 18.00 — 00.00",1721325600000.0,18,Fog.,28.0,1003,84
322,"Friday 19 July 2024, 00.00 — 06.00",1721347200000.0,18,Fog.,28.0,1002,80
323,"Friday 19 July 2024, 06.00 — 12.00",1721368800000.0,19,Drizzle. Fog.,32.0,1003,76
324,"Friday 19 July 2024, 12.00 — 18.00",1721390400000.0,21,Broken clouds.,32.0,1001,71
325,"Friday 19 July 2024, 18.00 — 00.00",1721412000000.0,20,Fog.,30.0,1002,79
326,"Saturday 20 July 2024, 00.00 — 06.00",1721433600000.0,14,Fog.,28.0,1002,79
327,"Saturday 20 July 2024, 06.00 — 12.00",1721455200000.0,14,Fog.,32.0,1004,74
328,"Saturday 20 July 2024, 12.00 — 18.00",1721476800000.0,19,Broken clouds.,34.0,1002,65
329,"Saturday 20 July 2024, 18.00 — 00.00",1721498400000.0,14,Passing clouds.,33.0,1003,67
330,"Sunday 21 July 2024, 00.00 — 06.00",1721520000000.0,14,Passing clouds.,31.0,1003,72
331,"Sunday 21 July 2024, 06.00 — 12.00",1721541600000.0,17,Scattered clouds.,32.0,1004,69
332,"Sunday 21 July 2024, 12.00 — 18.00",1721563200000.0,20,Broken clouds.,35.0,1002,62
333,"Sunday 21 July 2024, 18.00 — 00.00",1721584800000.0,19,Partly cloudy.,34.0,1004,65
334,"Monday 22 July 2024, 00.00 — 06.00",1721606400000.0,15,Partly cloudy.,31.0,1004,69
335,"Monday 22 July 2024, 06.00 — 12.00",1721628000000.0,17,Broken clouds.,33.0,1006,67
336,"Monday 22 July 2024, 12.00 — 18.00",1721649600000.0,14,Broken clouds.,34.0,1004,63
337,"Monday 22 July 2024, 18.00 — 00.00",1721671200000.0,15,Partly cloudy.,33.0,1006,66
338,"Tuesday 23 July 2024, 00.00 — 06.00",1721692800000.0,15,Passing clouds.,30.0,1006,70
339,"Tuesday 23 July 2024, 06.00 — 12.00",1721714400000.0,18,Broken clouds.,34.0,1007,66
340,"Tuesday 23 July 2024, 12.00 — 18.00",1721736000000.0,21,Broken clouds.,36.0,1004,59
341,"Tuesday 23 July 2024, 18.00 — 00.00",1721757600000.0,12,Fog.,34.0,1006,80
342,"Wednesday 24 July 2024, 00.00 — 06.00",1721779200000.0,16,Fog.,29.0,1005,81
343,"Wednesday 24 July 2024, 06.00 — 12.00",1721800800000.0,17,Scattered clouds.,34.0,1005,69
344,"Wednesday 24 July 2024, 12.00 — 18.00",1721822400000.0,20,Scattered clouds.,35.0,1002,57
345,"Wednesday 24 July 2024, 18.00 — 00.00",1721844000000.0,16,Partly cloudy.,34.0,1003,65
346,"Thursday 25 July 2024, 00.00 — 06.00",1721865600000.0,15,Partly cloudy.,30.0,1003,72
347,"Thursday 25 July 2024, 06.00 — 12.00",1721887200000.0,18,Broken clouds.,34.0,1004,68
348,"Thursday 25 July 2024, 12.00 — 18.00",1721908800000.0,19,Broken clouds.,36.0,1001,60
349,"Thursday 25 July 2024, 18.00 — 00.00",1721930400000.0,16,Partly cloudy.,34.0,1003,70
350,"Friday 26 July 2024, 00.00 — 06.00",1721952000000.0,16,Partly cloudy.,30.0,1003,75
351,"Friday 26 July 2024, 06.00 — 12.00",1721973600000.0,19,Broken clouds.,34.0,1004,69
352,"Friday 26 July 2024, 12.00 — 18.00",1721995200000.0,21,Broken clouds.,35.0,1001,59
353,"Friday 26 July 2024, 18.00 — 00.00",1722016800000.0,19,Partly cloudy.,34.0,1003,66
354,"Saturday 27 July 2024, 00.00 — 06.00",1722038400000.0,19,Partly cloudy.,31.0,1003,71
355,"Saturday 27 July 2024, 06.00 — 12.00",1722060000000.0,21,Broken clouds.,33.0,1004,67
356,"Saturday 27 July 2024, 12.00 — 18.00",1722081600000.0,20,Broken clouds.,36.0,1001,56
357,"Saturday 27 July 2024, 18.00 — 00.00",1722103200000.0,16,Partly cloudy.,34.0,1003,61
358,"Sunday 28 July 2024, 00.00 — 06.00",1722124800000.0,16,Partly cloudy.,31.0,1002,64
359,"Sunday 28 July 2024, 06.00 — 12.00",1722146400000.0,21,Broken clouds.,34.0,1003,61
360,"Sunday 28 July 2024, 12.00 — 18.00",1722168000000.0,21,Broken clouds.,35.0,1000,54
361,"Sunday 28 July 2024, 18.00 — 00.00",1722189600000.0,17,Partly cloudy.,34.0,1000,57
362,"Monday 29 July 2024, 00.00 — 06.00",1722211200000.0,18,Partly cloudy.,31.0,1001,66
363,"Monday 29 July 2024, 06.00 — 12.00",1722232800000.0,17,Scattered clouds.,35.0,1002,61
364,"Monday 29 July 2024, 12.00 — 18.00",1722254400000.0,20,Broken clouds.,36.0,1000,58
365,"Monday 29 July 2024, 18.00 — 00.00",1722276000000.0,15,Broken clouds.,32.0,1001,75
366,"Sunday 14 July 2024, 18.00 — 00.00",1720980000000.0,9,Drizzle. Fog.,30.0,1003,82
367,"Monday 15 July 2024, 00.00 — 06.00",1721001600000.0,14,Fog.,29.0,1002,80
368,"Monday 15 July 2024, 06.00 — 12.00",1721023200000.0,17,Drizzle. Broken clouds.,29.0,1003,82
369,"Monday 15 July 2024, 12.00 — 18.00",1721044800000.0,13,Drizzle. Broken clouds.,29.0,1001,85
370,"Monday 15 July 2024, 18.00 — 00.00",1721066400000.0,19,Fog.,29.0,1002,84
371,"Tuesday 16 July 2024, 00.00 — 06.00",1721088000000.0,21,Fog.,28.0,1001,84
372,"Tuesday 16 July 2024, 06.00 — 12.00",1721109600000.0,21,Broken clouds.,31.0,1003,79
373,"Tuesday 16 July 2024, 12.00 — 18.00",1721131200000.0,18,Broken clouds.,32.0,1001,70
374,"Tuesday 16 July 2024, 18.00 — 00.00",1721152800000.0,19,Drizzle. Fog.,31.0,1002,76
375,"Wednesday 17 July 2024, 00.00 — 06.00",1721174400000.0,17,Fog.,29.0,1002,83
376,"Wednesday 17 July 2024, 06.00 — 12.00",1721196000000.0,13,Fog.,33.0,1004,79
377,"Wednesday 17 July 2024, 12.00 — 18.00",1721217600000.0,21,Broken clouds.,35.0,1001,66
378,"Wednesday 17 July 2024, 18.00 — 00.00",1721239200000.0,20,Partly cloudy.,33.0,1003,71
379,"Thursday 18 July 2024, 00.00 — 06.00",1721260800000.0,20,Fog.,30.0,1002,78
380,"Thursday 18 July 2024, 06.00 — 12.00",1721282400000.0,18,Fog.,32.0,1004,75
381,"Thursday 18 July 2024, 12.00 — 18.00",1721304000000.0,17,Broken clouds.,32.0,1002,73
382,"Thursday 18 July 2024, 18.00 — 00.00",1721325600000.0,18,Fog.,28.0,1003,84
383,"Friday 19 July 2024, 00.00 — 06.00",1721347200000.0,18,Fog.,28.0,1002,80
384,"Friday 19 July 2024, 06.00 — 12.00",1721368800000.0,19,Drizzle. Fog.,32.0,1003,76
385,"Friday 19 July 2024, 12.00 — 18.00",1721390400000.0,21,Broken clouds.,32.0,1001,71
386,"Friday 19 July 2024, 18.00 — 00.00",1721412000000.0,20,Fog.,30.0,1002,79
387,"Saturday 20 July 2024, 00.00 — 06.00",1721433600000.0,14,Fog.,28.0,1002,79
388,"Saturday 20 July 2024, 06.00 — 12.00",1721455200000.0,14,Fog.,32.0,1004,74
389,"Saturday 20 July 2024, 12.00 — 18.00",1721476800000.0,19,Broken clouds.,34.0,1002,65
390,"Saturday 20 July 2024, 18.00 — 00.00",1721498400000.0,14,Passing clouds.,33.0,1003,67
391,"Sunday 21 July 2024, 00.00 — 06.00",1721520000000.0,14,Passing clouds.,31.0,1003,72
392,"Sunday 21 July 2024, 06.00 — 12.00",1721541600000.0,17,Scattered clouds.,32.0,1004,69
393,"Sunday 21 July 2024, 12.00 — 18.00",1721563200000.0,20,Broken clouds.,35.0,1002,62
394,"Sunday 21 July 2024, 18.00 — 00.00",1721584800000.0,19,Partly cloudy.,34.0,1004,65
395,"Monday 22 July 2024, 00.00 — 06.00",1721606400000.0,15,Partly cloudy.,31.0,1004,69
396,"Monday 22 July 2024, 06.00 — 12.00",1721628000000.0,17,Broken clouds.,33.0,1006,67
397,"Monday 22 July 2024, 12.00 — 18.00",1721649600000.0,14,Broken clouds.,34.0,1004,63
398,"Monday 22 July 2024, 18.00 — 00.00",1721671200000.0,15,Partly cloudy.,33.0,1006,66
399,"Tuesday 23 July 2024, 00.00 — 06.00",1721692800000.0,15,Passing clouds.,30.0,1006,70
400,"Tuesday 23 July 2024, 06.00 — 12.00",1721714400000.0,18,Broken clouds.,34.0,1007,66
401,"Tuesday 23 July 2024, 12.00 — 18.00",1721736000000.0,21,Broken clouds.,36.0,1004,59
402,"Tuesday 23 July 2024, 18.00 — 00.00",1721757600000.0,12,Fog.,34.0,1006,80
403,"Wednesday 24 July 2024, 00.00 — 06.00",1721779200000.0,16,Fog.,29.0,1005,81
404,"Wednesday 24 July 2024, 06.00 — 12.00",1721800800000.0,17,Scattered clouds.,34.0,1005,69
405,"Wednesday 24 July 2024, 12.00 — 18.00",1721822400000.0,20,Scattered clouds.,35.0,1002,57
406,"Wednesday 24 July 2024, 18.00 — 00.00",1721844000000.0,16,Partly cloudy.,34.0,1003,65
407,"Thursday 25 July 2024, 00.00 — 06.00",1721865600000.0,15,Partly cloudy.,30.0,1003,72
408,"Thursday 25 July 2024, 06.00 — 12.00",1721887200000.0,18,Broken clouds.,34.0,1004,68
409,"Thursday 25 July 2024, 12.00 — 18.00",1721908800000.0,19,Broken clouds.,36.0,1001,60
410,"Thursday 25 July 2024, 18.00 — 00.00",1721930400000.0,16,Partly cloudy.,34.0,1003,70
411,"Friday 26 July 2024, 00.00 — 06.00",1721952000000.0,16,Partly cloudy.,30.0,1003,75
412,"Friday 26 July 2024, 06.00 — 12.00",1721973600000.0,19,Broken clouds.,34.0,1004,69
413,"Friday 26 July 2024, 12.00 — 18.00",1721995200000.0,21,Broken clouds.,35.0,1001,59
414,"Friday 26 July 2024, 18.00 — 00.00",1722016800000.0,19,Partly cloudy.,34.0,1003,66
415,"Saturday 27 July 2024, 00.00 — 06.00",1722038400000.0,19,Partly cloudy.,31.0,1003,71
416,"Saturday 27 July 2024, 06.00 — 12.00",1722060000000.0,21,Broken clouds.,33.0,1004,67
417,"Saturday 27 July 2024, 12.00 — 18.00",1722081600000.0,20,Broken clouds.,36.0,1001,56
418,"Saturday 27 July 2024, 18.00 — 00.00",1722103200000.0,16,Partly cloudy.,34.0,1003,61
419,"Sunday 28 July 2024, 00.00 — 06.00",1722124800000.0,16,Partly cloudy.,31.0,1002,64
420,"Sunday 28 July 2024, 06.00 — 12.00",1722146400000.0,21,Broken clouds.,34.0,1003,61
421,"Sunday 28 July 2024, 12.00 — 18.00",1722168000000.0,21,Broken clouds.,35.0,1000,54
422,"Sunday 28 July 2024, 18.00 — 00.00",1722189600000.0,17,Partly cloudy.,34.0,1000,57
423,"Monday 29 July 2024, 00.00 — 06.00",1722211200000.0,18,Partly cloudy.,31.0,1001,66
424,"Monday 29 July 2024, 06.00 — 12.00",1722232800000.0,17,Scattered clouds.,35.0,1002,61
425,"Monday 29 July 2024, 12.00 — 18.00",1722254400000.0,20,Broken clouds.,36.0,1000,58
426,"Monday 29 July 2024, 18.00 — 00.00",1722276000000.0,15,Broken clouds.,32.0,1001,75
427,"Sunday 14 July 2024, 18.00 — 00.00",1720980000000.0,9,Drizzle. Fog.,30.0,1003,82
428,"Monday 15 July 2024, 00.00 — 06.00",1721001600000.0,14,Fog.,29.0,1002,80
429,"Monday 15 July 2024, 06.00 — 12.00",1721023200000.0,17,Drizzle. Broken clouds.,29.0,1003,82
430,"Monday 15 July 2024, 12.00 — 18.00",1721044800000.0,13,Drizzle. Broken clouds.,29.0,1001,85
431,"Monday 15 July 2024, 18.00 — 00.00",1721066400000.0,19,Fog.,29.0,1002,84
432,"Tuesday 16 July 2024, 00.00 — 06.00",1721088000000.0,21,Fog.,28.0,1001,84
433,"Tuesday 16 July 2024, 06.00 — 12.00",1721109600000.0,21,Broken clouds.,31.0,1003,79
434,"Tuesday 16 July 2024, 12.00 — 18.00",1721131200000.0,18,Broken clouds.,32.0,1001,70
435,"Tuesday 16 July 2024, 18.00 — 00.00",1721152800000.0,19,Drizzle. Fog.,31.0,1002,76
436,"Wednesday 17 July 2024, 00.00 — 06.00",1721174400000.0,17,Fog.,29.0,1002,83
437,"Wednesday 17 July 2024, 06.00 — 12.00",1721196000000.0,13,Fog.,33.0,1004,79
438,"Wednesday 17 July 2024, 12.00 — 18.00",1721217600000.0,21,Broken clouds.,35.0,1001,66
439,"Wednesday 17 July 2024, 18.00 — 00.00",1721239200000.0,20,Partly cloudy.,33.0,1003,71
440,"Thursday 18 July 2024, 00.00 — 06.00",1721260800000.0,20,Fog.,30.0,1002,78
441,"Thursday 18 July 2024, 06.00 — 12.00",1721282400000.0,18,Fog.,32.0,1004,75
442,"Thursday 18 July 2024, 12.00 — 18.00",1721304000000.0,17,Broken clouds.,32.0,1002,73
443,"Thursday 18 July 2024, 18.00 — 00.00",1721325600000.0,18,Fog.,28.0,1003,84
444,"Friday 19 July 2024, 00.00 — 06.00",1721347200000.0,18,Fog.,28.0,1002,80
445,"Friday 19 July 2024, 06.00 — 12.00",1721368800000.0,19,Drizzle. Fog.,32.0,1003,76
446,"Friday 19 July 2024, 12.00 — 18.00",1721390400000.0,21,Broken clouds.,32.0,1001,71
447,"Friday 19 July 2024, 18.00 — 00.00",1721412000000.0,20,Fog.,30.0,1002,79
448,"Saturday 20 July 2024, 00.00 — 06.00",1721433600000.0,14,Fog.,28.0,1002,79
449,"Saturday 20 July 2024, 06.00 — 12.00",1721455200000.0,14,Fog.,32.0,1004,74
450,"Saturday 20 July 2024, 12.00 — 18.00",1721476800000.0,19,Broken clouds.,34.0,1002,65
451,"Saturday 20 July 2024, 18.00 — 00.00",1721498400000.0,14,Passing clouds.,33.0,1003,67
452,"Sunday 21 July 2024, 00.00 — 06.00",1721520000000.0,14,Passing clouds.,31.0,1003,72
453,"Sunday 21 July 2024, 06.00 — 12.00",1721541600000.0,17,Scattered clouds.,32.0,1004,69
454,"Sunday 21 July 2024, 12.00 — 18.00",1721563200000.0,20,Broken clouds.,35.0,1002,62
455,"Sunday 21 July 2024, 18.00 — 00.00",1721584800000.0,19,Partly cloudy.,34.0,1004,65
456,"Monday 22 July 2024, 00.00 — 06.00",1721606400000.0,15,Partly cloudy.,31.0,1004,69
457,"Monday 22 July 2024, 06.00 — 12.00",1721628000000.0,17,Broken clouds.,33.0,1006,67
458,"Monday 22 July 2024, 12.00 — 18.00",1721649600000.0,14,Broken clouds.,34.0,1004,63
459,"Monday 22 July 2024, 18.00 — 00.00",1721671200000.0,15,Partly cloudy.,33.0,1006,66
460,"Tuesday 23 July 2024, 00.00 — 06.00",1721692800000.0,15,Passing clouds.,30.0,1006,70
461,"Tuesday 23 July 2024, 06.00 — 12.00",1721714400000.0,18,Broken clouds.,34.0,1007,66
462,"Tuesday 23 July 2024, 12.00 — 18.00",1721736000000.0,21,Broken clouds.,36.0,1004,59
463,"Tuesday 23 July 2024, 18.00 — 00.00",1721757600000.0,12,Fog.,34.0,1006,80
464,"Wednesday 24 July 2024, 00.00 — 06.00",1721779200000.0,16,Fog.,29.0,1005,81
465,"Wednesday 24 July 2024, 06.00 — 12.00",1721800800000.0,17,Scattered clouds.,34.0,1005,69
466,"Wednesday 24 July 2024, 12.00 — 18.00",1721822400000.0,20,Scattered clouds.,35.0,1002,57
467,"Wednesday 24 July 2024, 18.00 — 00.00",1721844000000.0,16,Partly cloudy.,34.0,1003,65
468,"Thursday 25 July 2024, 00.00 — 06.00",1721865600000.0,15,Partly cloudy.,30.0,1003,72
469,"Thursday 25 July 2024, 06.00 — 12.00",1721887200000.0,18,Broken clouds.,34.0,1004,68
470,"Thursday 25 July 2024, 12.00 — 18.00",1721908800000.0,19,Broken clouds.,36.0,1001,60
471,"Thursday 25 July 2024, 18.00 — 00.00",1721930400000.0,16,Partly cloudy.,34.0,1003,70
472,"Friday 26 July 2024, 00.00 — 06.00",1721952000000.0,16,Partly cloudy.,30.0,1003,75
473,"Friday 26 July 2024, 06.00 — 12.00",1721973600000.0,19,Broken clouds.,34.0,1004,69
474,"Friday 26 July 2024, 12.00 — 18.00",1721995200000.0,21,Broken clouds.,35.0,1001,59
475,"Friday 26 July 2024, 18.00 — 00.00",1722016800000.0,19,Partly cloudy.,34.0,1003,66
476,"Saturday 27 July 2024, 00.00 — 06.00",1722038400000.0,19,Partly cloudy.,31.0,1003,71
477,"Saturday 27 July 2024, 06.00 — 12.00",1722060000000.0,21,Broken clouds.,33.0,1004,67
478,"Saturday 27 July 2024, 12.00 — 18.00",1722081600000.0,20,Broken clouds.,36.0,1001,56
479,"Saturday 27 July 2024, 18.00 — 00.00",1722103200000.0,16,Partly cloudy.,34.0,1003,61
480,"Sunday 28 July 2024, 00.00 — 06.00",1722124800000.0,16,Partly cloudy.,31.0,1002,64
481,"Sunday 28 July 2024, 06.00 — 12.00",1722146400000.0,21,Broken clouds.,34.0,1003,61
482,"Sunday 28 July 2024, 12.00 — 18.00",1722168000000.0,21,Broken clouds.,35.0,1000,54
483,"Sunday 28 July 2024, 18.00 — 00.00",1722189600000.0,17,Partly cloudy.,34.0,1000,57
484,"Monday 29 July 2024, 00.00 — 06.00",1722211200000.0,18,Partly cloudy.,31.0,1001,66
485,"Monday 29 July 2024, 06.00 — 12.00",1722232800000.0,17,Scattered clouds.,35.0,1002,61
486,"Monday 29 July 2024, 12.00 — 18.00",1722254400000.0,20,Broken clouds.,36.0,1000,58
487,"Monday 29 July 2024, 18.00 — 00.00",1722276000000.0,15,Broken clouds.,32.0,1001,75
488,"Wednesday 9 September 2009, 00.00 — 06.00",1252454400000.0,4,Passing clouds.,30.0,1006,79
489,"Wednesday 9 September 2009, 06.00 — 12.00",1252476000000.0,11,Clear.,34.0,1007,59
490,"Wednesday 9 September 2009, 12.00 — 18.00",1252497600000.0,14,Passing clouds.,37.0,1004,53
491,"Wednesday 9 September 2009, 18.00 — 00.00",1252519200000.0,0,No weather data available,,0,0
492,"Thursday 10 September 2009, 00.00 — 06.00",1252540800000.0,4,Passing clouds.,30.0,1006,82
493,"Thursday 10 September 2009, 06.00 — 12.00",1252562400000.0,10,Clear.,35.0,1007,62
494,"Thursday 10 September 2009, 12.00 — 18.00",1252584000000.0,12,Passing clouds.,37.0,1005,48
495,"Thursday 10 September 2009, 18.00 — 00.00",1252605600000.0,7,Passing clouds.,31.0,1007,70
496,"Friday 11 September 2009, 00.00 — 06.00",1252627200000.0,0,Passing clouds.,29.0,1007,83
497,"Friday 11 September 2009, 06.00 — 12.00",1252648800000.0,8,Passing clouds.,34.0,1008,67
498,"Friday 11 September 2009, 12.00 — 18.00",1252670400000.0,12,Passing clouds.,36.0,1006,56
499,"Friday 11 September 2009, 18.00 — 00.00",1252692000000.0,10,Passing clouds.,31.0,1009,76
500,"Saturday 12 September 2009, 00.00 — 06.00",1252713600000.0,2,Passing clouds.,30.0,1008,81
501,"Saturday 12 September 2009, 06.00 — 12.00",1252735200000.0,5,Scattered clouds.,35.0,1010,70
502,"Saturday 12 September 2009, 12.00 — 18.00",1252756800000.0,11,Passing clouds.,35.0,1007,60
503,"Saturday 12 September 2009, 18.00 — 00.00",1252778400000.0,1,Passing clouds.,31.0,1010,75
504,"Sunday 13 September 2009, 00.00 — 06.00",1252800000000.0,0,Passing clouds.,29.0,1009,82
505,"Sunday 13 September 2009, 06.00 — 12.00",1252821600000.0,5,Scattered clouds.,35.0,1011,73
506,"Sunday 13 September 2009, 12.00 — 18.00",1252843200000.0,12,Passing clouds.,36.0,1007,60
507,"Sunday 13 September 2009, 18.00 — 00.00",1252864800000.0,2,Passing clouds.,31.0,1009,73
508,"Monday 14 September 2009, 00.00 — 06.00",1252886400000.0,5,Passing clouds.,30.0,1009,82
509,"Monday 14 September 2009, 06.00 — 12.00",1252908000000.0,8,Clear.,35.0,1011,64
510,"Monday 14 September 2009, 12.00 — 18.00",1252929600000.0,6,Scattered clouds.,37.0,1007,53
511,"Monday 14 September 2009, 18.00 — 00.00",1252951200000.0,1,Passing clouds.,31.0,1008,78
512,"Tuesday 15 September 2009, 00.00 — 06.00",1252972800000.0,0,Passing clouds.,30.0,1007,82
513,"Tuesday 15 September 2009, 06.00 — 12.00",1252994400000.0,4,Passing clouds.,35.0,1008,65
514,"Tuesday 15 September 2009, 12.00 — 18.00",1253016000000.0,6,Passing clouds.,37.0,1005,54
515,"Tuesday 15 September 2009, 18.00 — 00.00",1253037600000.0,2,Thunderstorms. Partly cloudy.,30.0,672,82
516,"Wednesday 16 September 2009, 00.00 — 06.00",1253059200000.0,14,Passing clouds.,28.0,1007,89
517,"Wednesday 16 September 2009, 06.00 — 12.00",1253080800000.0,9,Passing clouds.,36.0,1007,60
518,"Wednesday 16 September 2009, 12.00 — 18.00",1253102400000.0,4,Broken clouds.,36.0,1004,63
519,"Wednesday 16 September 2009, 18.00 — 00.00",1253124000000.0,2,Passing clouds.,32.0,1007,80
520,"Thursday 17 September 2009, 00.00 — 06.00",1253145600000.0,0,Partly cloudy.,28.0,1006,86
521,"Thursday 17 September 2009, 06.00 — 12.00",1253167200000.0,2,Scattered clouds.,36.0,1008,68
522,"Thursday 17 September 2009, 12.00 — 18.00",1253188800000.0,7,Scattered clouds.,38.0,1005,53
523,"Thursday 17 September 2009, 18.00 — 00.00",1253210400000.0,1,Passing clouds.,32.0,1008,70
524,"Friday 18 September 2009, 00.00 — 06.00",1253232000000.0,7,Passing clouds.,30.0,1007,86
525,"Friday 18 September 2009, 06.00 — 12.00",1253253600000.0,3,Scattered clouds.,37.0,1009,65
