,date,date_id,wind,desc,temp,baro,hum
790,"Monday 23 November 2009, 12.00 — 18.00",1258977600000.0,14,Broken clouds.,30.0,1012,72
791,"Monday 23 November 2009, 18.00 — 00.00",1258999200000.0,6,Passing clouds.,27.0,1014,90
792,"Tuesday 24 November 2009, 00.00 — 06.00",1259020800000.0,0,Passing clouds.,25.0,1013,94
793,"Tuesday 24 November 2009, 06.00 — 12.00",1259042400000.0,5,Scattered clouds.,29.0,1015,87
794,"Tuesday 24 November 2009, 12.00 — 18.00",1259064000000.0,13,Scattered clouds.,31.0,1012,72
795,"Tuesday 24 November 2009, 18.00 — 00.00",1259085600000.0,4,Passing clouds.,28.0,1015,89
796,"Wednesday 25 November 2009, 00.00 — 06.00",1259107200000.0,4,Passing clouds.,26.0,1013,94
797,"Wednesday 25 November 2009, 06.00 — 12.00",1259128800000.0,5,Scattered clouds.,30.0,1015,86
798,"Wednesday 25 November 2009, 12.00 — 18.00",1259150400000.0,14,Scattered clouds.,30.0,1012,72
799,"Wednesday 25 November 2009, 18.00 — 00.00",1259172000000.0,5,Passing clouds.,27.0,1014,88
800,"Thursday 26 November 2009, 00.00 — 06.00",1259193600000.0,0,Haze.,25.0,1012,93
801,"Thursday 26 November 2009, 06.00 — 12.00",1259215200000.0,5,Haze.,29.0,1013,83
802,"Thursday 26 November 2009, 12.00 — 18.00",1259236800000.0,14,Scattered clouds.,30.0,1011,65
803,"Thursday 26 November 2009, 18.00 — 00.00",1259258400000.0,5,Passing clouds.,27.0,1013,77
804,"Friday 27 November 2009, 00.00 — 06.00",1259280000000.0,0,Passing clouds.,24.0,1013,89
805,"Friday 27 November 2009, 06.00 — 12.00",1259301600000.0,5,Fog.,30.0,1015,78
806,"Friday 27 November 2009, 12.00 — 18.00",1259323200000.0,13,Passing clouds.,30.0,1012,54
807,"Friday 27 November 2009, 18.00 — 00.00",1259344800000.0,3,Passing clouds.,27.0,1014,76
808,"Saturday 28 November 2009, 00.00 — 06.00",1259366400000.0,0,Haze.,24.0,1013,92
809,"Saturday 28 November 2009, 06.00 — 12.00",1259388000000.0,6,Scattered clouds.,29.0,1016,79
810,"Saturday 28 November 2009, 12.00 — 18.00",1259409600000.0,18,Broken clouds.,29.0,1013,68
811,"Saturday 28 November 2009, 18.00 — 00.00",1259431200000.0,8,Partly cloudy.,27.0,1015,79
812,"Sunday 29 November 2009, 00.00 — 06.00",1259452800000.0,7,Haze.,24.0,1013,89
813,"Sunday 29 November 2009, 06.00 — 12.00",1259474400000.0,13,Fog.,28.0,1015,79
814,"Sunday 29 November 2009, 12.00 — 18.00",1259496000000.0,16,Broken clouds.,28.0,1013,69
815,"Sunday 29 November 2009, 18.00 — 00.00",1259517600000.0,10,Passing clouds.,27.0,1014,75
816,"Monday 30 November 2009, 00.00 — 06.00",1259539200000.0,8,Haze.,24.0,1013,88
817,"Monday 30 November 2009, 06.00 — 12.00",1259560800000.0,8,Broken clouds.,26.0,1015,83
818,"Monday 30 November 2009, 12.00 — 18.00",1259582400000.0,18,Partly sunny.,28.0,1012,68
819,"Monday 30 November 2009, 18.00 — 00.00",1259604000000.0,9,Haze.,26.0,1015,83
820,"Tuesday 1 December 2009, 00.00 — 06.00",1259625600000.0,3,Passing clouds.,24.0,1013,91
821,"Tuesday 1 December 2009, 06.00 — 12.00",1259647200000.0,8,Broken clouds.,27.0,1015,88
822,"Tuesday 1 December 2009, 12.00 — 18.00",1259668800000.0,11,Broken clouds.,29.0,1013,77
823,"Tuesday 1 December 2009, 18.00 — 00.00",1259690400000.0,7,Drizzle. Mostly cloudy.,26.0,1014,88
824,"Wednesday 2 December 2009, 00.00 — 06.00",1259712000000.0,5,Partly cloudy.,25.0,1013,96
825,"Wednesday 2 December 2009, 06.00 — 12.00",1259733600000.0,8,Drizzle. Broken clouds.,28.0,1015,90
826,"Wednesday 2 December 2009, 12.00 — 18.00",1259755200000.0,14,Scattered clouds.,28.0,1013,88
827,"Wednesday 2 December 2009, 18.00 — 00.00",1259776800000.0,4,Passing clouds.,26.0,1014,94
828,"Thursday 3 December 2009, 00.00 — 06.00",1259798400000.0,2,Fog.,25.0,1013,100
829,"Thursday 3 December 2009, 06.00 — 12.00",1259820000000.0,8,Scattered clouds.,28.0,1015,94
830,"Thursday 3 December 2009, 12.00 — 18.00",1259841600000.0,4,Rain. More clouds than sun.,26.0,1013,96
831,"Thursday 3 December 2009, 18.00 — 00.00",1259863200000.0,7,Partly cloudy.,25.0,1015,94
832,"Friday 4 December 2009, 00.00 — 06.00",1259884800000.0,3,Partly cloudy.,24.0,1013,94
833,"Friday 4 December 2009, 06.00 — 12.00",1259906400000.0,3,Drizzle. Broken clouds.,27.0,1015,94
834,"Friday 4 December 2009, 12.00 — 18.00",1259928000000.0,13,Scattered clouds.,30.0,1012,81
835,"Friday 4 December 2009, 18.00 — 00.00",1259949600000.0,5,Passing clouds.,26.0,1014,92
836,"Saturday 5 December 2009, 00.00 — 06.00",1259971200000.0,1,Haze.,23.0,1012,100
837,"Saturday 5 December 2009, 06.00 — 12.00",1259992800000.0,6,Fog.,28.0,1015,87
838,"Saturday 5 December 2009, 12.00 — 18.00",1260014400000.0,14,Passing clouds.,30.0,1012,58
839,"Saturday 5 December 2009, 18.00 — 00.00",1260036000000.0,5,Passing clouds.,26.0,1013,81
840,"Sunday 6 December 2009, 00.00 — 06.00",1260057600000.0,0,Passing clouds.,23.0,1012,94
841,"Sunday 6 December 2009, 06.00 — 12.00",1260079200000.0,7,Scattered clouds.,28.0,1013,78
842,"Sunday 6 December 2009, 12.00 — 18.00",1260100800000.0,14,Scattered clouds.,28.0,1011,65
843,"Sunday 6 December 2009, 18.00 — 00.00",1260122400000.0,4,Passing clouds.,25.0,1013,84
844,"Monday 7 December 2009, 00.00 — 06.00",1260144000000.0,1,Passing clouds.,23.0,1012,94
845,"Monday 7 December 2009, 06.00 — 12.00",1260165600000.0,8,Fog.,28.0,1014,86
846,"Monday 7 December 2009, 12.00 — 18.00",1260187200000.0,15,Scattered clouds.,28.0,1011,70
847,"Monday 7 December 2009, 18.00 — 00.00",1260208800000.0,6,Passing clouds.,27.0,1012,84
848,"Tuesday 8 December 2009, 00.00 — 06.00",1260230400000.0,2,Passing clouds.,23.0,1012,98
849,"Tuesday 8 December 2009, 06.00 — 12.00",1260252000000.0,9,Passing clouds.,29.0,1014,80
850,"Tuesday 8 December 2009, 12.00 — 18.00",1260273600000.0,17,Scattered clouds.,29.0,1011,63
851,"Tuesday 8 December 2009, 18.00 — 00.00",1260295200000.0,8,Passing clouds.,26.0,1013,89
852,"Wednesday 9 December 2009, 00.00 — 06.00",1260316800000.0,2,Passing clouds.,25.0,1012,96
853,"Wednesday 9 December 2009, 06.00 — 12.00",1260338400000.0,11,Scattered clouds.,29.0,1014,79
854,"Wednesday 9 December 2009, 12.00 — 18.00",1260360000000.0,17,Scattered clouds.,29.0,1011,63
855,"Wednesday 9 December 2009, 18.00 — 00.00",1260381600000.0,8,Passing clouds.,26.0,1013,79
856,"Thursday 10 December 2009, 00.00 — 06.00",1260403200000.0,3,Passing clouds.,25.0,1012,89
857,"Thursday 10 December 2009, 06.00 — 12.00",1260424800000.0,13,Scattered clouds.,29.0,1013,76
858,"Thursday 10 December 2009, 12.00 — 18.00",1260446400000.0,18,Scattered clouds.,29.0,1010,60
859,"Thursday 10 December 2009, 18.00 — 00.00",1260468000000.0,11,Passing clouds.,27.0,1012,77
860,"Friday 11 December 2009, 00.00 — 06.00",1260489600000.0,6,Passing clouds.,24.0,1010,91
861,"Friday 11 December 2009, 06.00 — 12.00",1260511200000.0,13,Broken clouds.,26.0,1012,85
862,"Friday 11 December 2009, 12.00 — 18.00",1260532800000.0,18,More clouds than sun.,27.0,1009,73
863,"Friday 11 December 2009, 18.00 — 00.00",1260554400000.0,13,Mostly cloudy.,26.0,1011,83
864,"Saturday 12 December 2009, 00.00 — 06.00",1260576000000.0,10,Passing clouds.,24.0,1009,98
865,"Saturday 12 December 2009, 06.00 — 12.00",1260597600000.0,9,Drizzle. Fog.,28.0,1011,94
866,"Saturday 12 December 2009, 12.00 — 18.00",1260619200000.0,21,Broken clouds.,28.0,1009,82
867,"Saturday 12 December 2009, 18.00 — 00.00",1260640800000.0,12,Light rain. Partly cloudy.,26.0,1012,96
868,"Sunday 13 December 2009, 00.00 — 06.00",1260662400000.0,4,Partly cloudy.,24.0,1011,100
869,"Sunday 13 December 2009, 06.00 — 12.00",1260684000000.0,10,Scattered clouds.,27.0,1013,90
870,"Sunday 13 December 2009, 12.00 — 18.00",1260705600000.0,19,Broken clouds.,28.0,1010,77
871,"Sunday 13 December 2009, 18.00 — 00.00",1260727200000.0,12,Partly cloudy.,26.0,1012,89
872,"Monday 14 December 2009, 00.00 — 06.00",1260748800000.0,8,Partly cloudy.,26.0,1012,94
873,"Monday 14 December 2009, 06.00 — 12.00",1260770400000.0,13,Scattered clouds.,27.0,1014,87
874,"Monday 14 December 2009, 12.00 — 18.00",1260792000000.0,15,Scattered clouds.,29.0,1012,79
875,"Monday 14 December 2009, 18.00 — 00.00",1260813600000.0,7,Passing clouds.,27.0,1013,93
876,"Tuesday 15 December 2009, 00.00 — 06.00",1260835200000.0,5,Passing clouds.,25.0,1012,95
877,"Tuesday 15 December 2009, 06.00 — 12.00",1260856800000.0,12,Drizzle. More clouds than sun.,26.0,1015,97
878,"Tuesday 15 December 2009, 12.00 — 18.00",1260878400000.0,14,More clouds than sun.,27.0,1013,89
879,"Tuesday 15 December 2009, 18.00 — 00.00",1260900000000.0,11,Light rain. Overcast.,24.0,1015,100
880,"Wednesday 16 December 2009, 00.00 — 06.00",1260921600000.0,2,Partly cloudy.,24.0,1013,100
881,"Wednesday 16 December 2009, 06.00 — 12.00",1260943200000.0,5,Broken clouds.,26.0,1015,95
882,"Wednesday 16 December 2009, 12.00 — 18.00",1260964800000.0,11,Broken clouds.,28.0,1013,83
883,"Wednesday 16 December 2009, 18.00 — 00.00",1260986400000.0,6,Partly cloudy.,25.0,1015,97
884,"Thursday 17 December 2009, 00.00 — 06.00",1261008000000.0,6,Partly cloudy.,24.0,1014,99
885,"Thursday 17 December 2009, 06.00 — 12.00",1261029600000.0,8,More clouds than sun.,23.0,1016,97
886,"Thursday 17 December 2009, 12.00 — 18.00",1261051200000.0,12,Broken clouds.,23.0,1014,91
887,"Thursday 17 December 2009, 18.00 — 00.00",1261072800000.0,7,Partly cloudy.,23.0,1016,91
888,"Friday 18 December 2009, 00.00 — 06.00",1261094400000.0,1,Partly cloudy.,23.0,1014,93
889,"Friday 18 December 2009, 06.00 — 12.00",1261116000000.0,7,Scattered clouds.,28.0,1016,83
890,"Friday 18 December 2009, 12.00 — 18.00",1261137600000.0,12,Broken clouds.,28.0,1013,78
891,"Friday 18 December 2009, 18.00 — 00.00",1261159200000.0,5,Partly cloudy.,26.0,1015,90
892,"Saturday 19 December 2009, 00.00 — 06.00",1261180800000.0,1,Partly cloudy.,25.0,1014,96
893,"Saturday 19 December 2009, 06.00 — 12.00",1261202400000.0,7,Fog.,29.0,1016,90
894,"Saturday 19 December 2009, 12.00 — 18.00",1261224000000.0,16,Scattered clouds.,29.0,1014,77
895,"Saturday 19 December 2009, 18.00 — 00.00",1261245600000.0,10,Passing clouds.,26.0,1016,86
896,"Sunday 20 December 2009, 00.00 — 06.00",1261267200000.0,2,Partly cloudy.,25.0,1015,93
897,"Sunday 20 December 2009, 06.00 — 12.00",1261288800000.0,9,Fog.,28.0,1017,89
898,"Sunday 20 December 2009, 12.00 — 18.00",1261310400000.0,20,Scattered clouds.,29.0,1015,79
899,"Sunday 20 December 2009, 18.00 — 00.00",1261332000000.0,12,Passing clouds.,26.0,1016,89
900,"Monday 21 December 2009, 00.00 — 06.00",1261353600000.0,5,Passing clouds.,25.0,1015,98
901,"Monday 21 December 2009, 06.00 — 12.00",1261375200000.0,12,Broken clouds.,28.0,1016,90
902,"Monday 21 December 2009, 12.00 — 18.00",1261396800000.0,19,Broken clouds.,28.0,1013,76
903,"Monday 21 December 2009, 18.00 — 00.00",1261418400000.0,13,Partly cloudy.,27.0,1015,86
904,"Tuesday 22 December 2009, 00.00 — 06.00",1261440000000.0,3,Partly cloudy.,24.0,1014,100
905,"Tuesday 22 December 2009, 06.00 — 12.00",1261461600000.0,12,Broken clouds.,26.0,1016,89
906,"Tuesday 22 December 2009, 12.00 — 18.00",1261483200000.0,18,Broken clouds.,28.0,1013,76
907,"Tuesday 22 December 2009, 18.00 — 00.00",1261504800000.0,10,Passing clouds.,26.0,1015,87
908,"Wednesday 23 December 2009, 00.00 — 06.00",1261526400000.0,2,Passing clouds.,24.0,1014,94
909,"Wednesday 23 December 2009, 06.00 — 12.00",1261548000000.0,10,Fog.,28.0,1015,87
910,"Wednesday 23 December 2009, 12.00 — 18.00",1261569600000.0,15,Partly sunny.,28.0,1013,73
911,"Wednesday 23 December 2009, 18.00 — 00.00",1261591200000.0,8,Passing clouds.,26.0,1015,83
912,"Thursday 24 December 2009, 00.00 — 06.00",1261612800000.0,2,Passing clouds.,25.0,1014,89
913,"Thursday 24 December 2009, 06.00 — 12.00",1261634400000.0,8,Broken clouds.,28.0,1016,83
914,"Thursday 24 December 2009, 12.00 — 18.00",1261656000000.0,18,Broken clouds.,28.0,1013,70
915,"Thursday 24 December 2009, 18.00 — 00.00",1261677600000.0,11,Passing clouds.,26.0,1014,78
916,"Friday 25 December 2009, 00.00 — 06.00",1261699200000.0,1,Haze.,24.0,1013,90
917,"Friday 25 December 2009, 06.00 — 12.00",1261720800000.0,7,Scattered clouds.,28.0,1015,80
918,"Friday 25 December 2009, 12.00 — 18.00",1261742400000.0,15,Scattered clouds.,28.0,1013,66
919,"Friday 25 December 2009, 18.00 — 00.00",1261764000000.0,8,Haze.,26.0,1015,79
920,"Saturday 26 December 2009, 00.00 — 06.00",1261785600000.0,2,Passing clouds.,23.0,1013,90
921,"Saturday 26 December 2009, 06.00 — 12.00",1261807200000.0,7,Fog.,27.0,1014,84
922,"Saturday 26 December 2009, 12.00 — 18.00",1261828800000.0,16,Passing clouds.,28.0,1012,67
923,"Saturday 26 December 2009, 18.00 — 00.00",1261850400000.0,4,Passing clouds.,25.0,1013,81
924,"Sunday 27 December 2009, 00.00 — 06.00",1261872000000.0,1,Haze.,23.0,1012,93
925,"Sunday 27 December 2009, 06.00 — 12.00",1261893600000.0,7,Scattered clouds.,28.0,1014,84
926,"Sunday 27 December 2009, 12.00 — 18.00",1261915200000.0,15,Scattered clouds.,28.0,1012,65
927,"Sunday 27 December 2009, 18.00 — 00.00",1261936800000.0,6,Passing clouds.,25.0,1014,82
928,"Monday 28 December 2009, 00.00 — 06.00",1261958400000.0,1,Haze.,23.0,1012,91
929,"Monday 28 December 2009, 06.00 — 12.00",1261980000000.0,8,Fog.,28.0,1014,82
930,"Monday 28 December 2009, 12.00 — 18.00",1262001600000.0,13,Passing clouds.,28.0,1011,64
931,"Monday 28 December 2009, 18.00 — 00.00",1262023200000.0,4,Passing clouds.,24.0,1013,84
932,"Tuesday 29 December 2009, 00.00 — 06.00",1262044800000.0,0,Fog.,23.0,1012,94
933,"Tuesday 29 December 2009, 06.00 — 12.00",1262066400000.0,5,Fog.,28.0,1013,84
934,"Tuesday 29 December 2009, 12.00 — 18.00",1262088000000.0,13,Scattered clouds.,28.0,1012,67
935,"Tuesday 29 December 2009, 18.00 — 00.00",1262109600000.0,9,Passing clouds.,26.0,1013,80
936,"Wednesday 30 December 2009, 00.00 — 06.00",1262131200000.0,1,Haze.,24.0,1012,97
937,"Wednesday 30 December 2009, 06.00 — 12.00",1262152800000.0,5,Fog.,27.0,1014,83
938,"Wednesday 30 December 2009, 12.00 — 18.00",1262174400000.0,14,Scattered clouds.,29.0,1011,69
939,"Wednesday 30 December 2009, 18.00 — 00.00",1262196000000.0,7,Haze.,26.0,1013,86
940,"Thursday 31 December 2009, 00.00 — 06.00",1262217600000.0,2,Fog.,23.0,1012,98
941,"Thursday 31 December 2009, 06.00 — 12.00",1262239200000.0,5,Fog.,28.0,1014,83
942,"Thursday 31 December 2009, 12.00 — 18.00",1262260800000.0,15,Passing clouds.,29.0,1011,66
943,"Thursday 31 December 2009, 18.00 — 00.00",1262282400000.0,5,Passing clouds.,25.0,1013,87
944,"Friday 1 January 2010, 00.00 — 06.00",1262304000000.0,0,Haze.,23.0,1012,96
945,"Friday 1 January 2010, 06.00 — 12.00",1262325600000.0,5,Fog.,28.0,1015,88
946,"Friday 1 January 2010, 12.00 — 18.00",1262347200000.0,16,Passing clouds.,29.0,1012,66
947,"Friday 1 January 2010, 18.00 — 00.00",1262368800000.0,6,Passing clouds.,26.0,1014,85
948,"Saturday 2 January 2010, 00.00 — 06.00",1262390400000.0,0,Fog.,24.0,1013,97
949,"Saturday 2 January 2010, 06.00 — 12.00",1262412000000.0,6,Scattered clouds.,28.0,1015,88
950,"Saturday 2 January 2010, 12.00 — 18.00",1262433600000.0,12,Broken clouds.,29.0,1013,69
951,"Saturday 2 January 2010, 18.00 — 00.00",1262455200000.0,11,Partly cloudy.,26.0,1016,80
952,"Sunday 3 January 2010, 00.00 — 06.00",1262476800000.0,7,Passing clouds.,25.0,1015,85
953,"Sunday 3 January 2010, 06.00 — 12.00",1262498400000.0,6,Scattered clouds.,27.0,1016,78
954,"Sunday 3 January 2010, 12.00 — 18.00",1262520000000.0,15,Scattered clouds.,28.0,1013,65
955,"Sunday 3 January 2010, 18.00 — 00.00",1262541600000.0,8,Haze.,26.0,1015,75
956,"Monday 4 January 2010, 00.00 — 06.00",1262563200000.0,2,Fog.,22.0,1014,89
957,"Monday 4 January 2010, 06.00 — 12.00",1262584800000.0,2,Fog.,25.0,1015,89
958,"Monday 4 January 2010, 12.00 — 18.00",1262606400000.0,12,Scattered clouds.,28.0,1011,62
959,"Monday 4 January 2010, 18.00 — 00.00",1262628000000.0,7,Haze.,25.0,1013,85
960,"Tuesday 5 January 2010, 00.00 — 06.00",1262649600000.0,3,Fog.,21.0,1011,97
961,"Tuesday 5 January 2010, 06.00 — 12.00",1262671200000.0,4,Haze.,27.0,1012,85
962,"Tuesday 5 January 2010, 12.00 — 18.00",1262692800000.0,12,Haze.,29.0,1010,60
963,"Tuesday 5 January 2010, 18.00 — 00.00",1262714400000.0,5,Haze.,25.0,1012,84
964,"Wednesday 6 January 2010, 00.00 — 06.00",1262736000000.0,0,Fog.,22.0,1011,94
965,"Wednesday 6 January 2010, 06.00 — 12.00",1262757600000.0,5,Fog.,28.0,1013,87
966,"Wednesday 6 January 2010, 12.00 — 18.00",1262779200000.0,16,Passing clouds.,29.0,1010,57
967,"Wednesday 6 January 2010, 18.00 — 00.00",1262800800000.0,10,Haze.,26.0,1012,79
968,"Thursday 7 January 2010, 00.00 — 06.00",1262822400000.0,6,Passing clouds.,25.0,1011,89
969,"Thursday 7 January 2010, 06.00 — 12.00",1262844000000.0,14,Scattered clouds.,28.0,1013,70
970,"Thursday 7 January 2010, 12.00 — 18.00",1262865600000.0,16,Scattered clouds.,29.0,1012,61
971,"Thursday 7 January 2010, 18.00 — 00.00",1262887200000.0,12,Passing clouds.,26.0,1013,78
972,"Friday 8 January 2010, 00.00 — 06.00",1262908800000.0,9,Passing clouds.,25.0,1012,82
973,"Friday 8 January 2010, 06.00 — 12.00",1262930400000.0,9,Fog.,25.0,1014,90
974,"Friday 8 January 2010, 12.00 — 18.00",1262952000000.0,11,Light rain. Fog.,24.0,1012,96
975,"Friday 8 January 2010, 18.00 — 00.00",1262973600000.0,9,Partly cloudy.,23.0,1013,96
976,"Saturday 9 January 2010, 00.00 — 06.00",1262995200000.0,1,Fog.,23.0,1011,96
977,"Saturday 9 January 2010, 06.00 — 12.00",1263016800000.0,10,Fog.,27.0,1013,93
978,"Saturday 9 January 2010, 12.00 — 18.00",1263038400000.0,13,Broken clouds.,28.0,1011,85
979,"Saturday 9 January 2010, 18.00 — 00.00",1263060000000.0,11,Partly cloudy.,24.0,1013,89
980,"Sunday 10 January 2010, 00.00 — 06.00",1263081600000.0,5,Passing clouds.,23.0,1012,89
981,"Sunday 10 January 2010, 06.00 — 12.00",1263103200000.0,7,Fog.,28.0,1014,87
982,"Sunday 10 January 2010, 12.00 — 18.00",1263124800000.0,13,Scattered clouds.,29.0,1012,78
983,"Sunday 10 January 2010, 18.00 — 00.00",1263146400000.0,4,Passing clouds.,26.0,1014,94
984,"Monday 11 January 2010, 00.00 — 06.00",1263168000000.0,0,Fog.,24.0,1013,100
985,"Monday 11 January 2010, 06.00 — 12.00",1263189600000.0,6,Broken clouds.,30.0,1015,87
986,"Monday 11 January 2010, 12.00 — 18.00",1263211200000.0,16,Scattered clouds.,31.0,1013,69
987,"Monday 11 January 2010, 18.00 — 00.00",1263232800000.0,9,Passing clouds.,27.0,1015,89
988,"Tuesday 12 January 2010, 00.00 — 06.00",1263254400000.0,1,Fog.,25.0,1014,94
989,"Tuesday 12 January 2010, 06.00 — 12.00",1263276000000.0,7,Scattered clouds.,30.0,1016,81
990,"Tuesday 12 January 2010, 12.00 — 18.00",1263297600000.0,14,Scattered clouds.,31.0,1013,67
991,"Tuesday 12 January 2010, 18.00 — 00.00",1263319200000.0,11,Passing clouds.,27.0,1015,87
992,"Wednesday 13 January 2010, 00.00 — 06.00",1263340800000.0,4,Smoke.,26.0,1015,94
993,"Wednesday 13 January 2010, 06.00 — 12.00",1263362400000.0,5,Smoke.,31.0,1016,88
994,"Wednesday 13 January 2010, 12.00 — 18.00",1263384000000.0,14,Passing clouds.,31.0,1014,70
995,"Wednesday 13 January 2010, 18.00 — 00.00",1263405600000.0,12,Passing clouds.,28.0,1016,84
996,"Thursday 14 January 2010, 00.00 — 06.00",1263427200000.0,4,Haze.,26.0,1016,92
997,"Thursday 14 January 2010, 06.00 — 12.00",1263448800000.0,8,Scattered clouds.,30.0,1018,88
998,"Thursday 14 January 2010, 12.00 — 18.00",1263470400000.0,15,Scattered clouds.,30.0,1015,66
999,"Thursday 14 January 2010, 18.00 — 00.00",1263492000000.0,12,Passing clouds.,27.0,1017,86
1000,"Friday 15 January 2010, 00.00 — 06.00",1263513600000.0,11,Passing clouds.,26.0,1016,89
1001,"Friday 15 January 2010, 06.00 — 12.00",1263535200000.0,14,Scattered clouds.,29.0,1018,73
1002,"Friday 15 January 2010, 12.00 — 18.00",1263556800000.0,18,Scattered clouds.,29.0,1017,62
1003,"Friday 15 January 2010, 18.00 — 00.00",1263578400000.0,7,Passing clouds.,26.0,1018,75
1004,"Saturday 16 January 2010, 00.00 — 06.00",1263600000000.0,0,Haze.,23.0,1018,91
1005,"Saturday 16 January 2010, 06.00 — 12.00",1263621600000.0,7,Scattered clouds.,29.0,1019,79
1006,"Saturday 16 January 2010, 12.00 — 18.00",1263643200000.0,19,Passing clouds.,30.0,1017,58
1007,"Saturday 16 January 2010, 18.00 — 00.00",1263664800000.0,8,Passing clouds.,27.0,1019,77
1008,"Sunday 17 January 2010, 00.00 — 06.00",1263686400000.0,0,Haze.,24.0,1018,93
1009,"Sunday 17 January 2010, 06.00 — 12.00",1263708000000.0,8,Scattered clouds.,29.0,1019,83
1010,"Sunday 17 January 2010, 12.00 — 18.00",1263729600000.0,17,Passing clouds.,29.0,1017,65
1011,"Sunday 17 January 2010, 18.00 — 00.00",1263751200000.0,5,Passing clouds.,27.0,1018,85
1012,"Monday 18 January 2010, 00.00 — 06.00",1263772800000.0,0,Haze.,25.0,1018,93
1013,"Monday 18 January 2010, 06.00 — 12.00",1263794400000.0,5,Fog.,29.0,1018,87
1014,"Monday 18 January 2010, 12.00 — 18.00",1263816000000.0,16,Passing clouds.,30.0,1016,64
1015,"Monday 18 January 2010, 18.00 — 00.00",1263837600000.0,9,Passing clouds.,27.0,1016,81
1016,"Tuesday 19 January 2010, 00.00 — 06.00",1263859200000.0,1,Passing clouds.,25.0,1015,93
1017,"Tuesday 19 January 2010, 06.00 — 12.00",1263880800000.0,4,Fog.,28.0,1017,88
1018,"Tuesday 19 January 2010, 12.00 — 18.00",1263902400000.0,18,Scattered clouds.,29.0,1014,63
1019,"Tuesday 19 January 2010, 18.00 — 00.00",1263924000000.0,7,Haze.,26.0,1015,82
1020,"Wednesday 20 January 2010, 00.00 — 06.00",1263945600000.0,0,Fog.,23.0,1015,94
1021,"Wednesday 20 January 2010, 06.00 — 12.00",1263967200000.0,7,Fog.,29.0,1018,83
1022,"Wednesday 20 January 2010, 12.00 — 18.00",1263988800000.0,20,Passing clouds.,29.0,1015,52
1023,"Wednesday 20 January 2010, 18.00 — 00.00",1264010400000.0,7,Clear.,26.0,1016,75
1024,"Thursday 21 January 2010, 00.00 — 06.00",1264032000000.0,0,Clear.,23.0,1016,86
1025,"Thursday 21 January 2010, 06.00 — 12.00",1264053600000.0,8,Fog.,28.0,1017,74
1026,"Thursday 21 January 2010, 12.00 — 18.00",1264075200000.0,20,Passing clouds.,29.0,1014,43
1027,"Thursday 21 January 2010, 18.00 — 00.00",1264096800000.0,7,Passing clouds.,25.0,1015,67
1028,"Friday 22 January 2010, 00.00 — 06.00",1264118400000.0,6,Passing clouds.,21.0,1014,86
1029,"Friday 22 January 2010, 06.00 — 12.00",1264140000000.0,8,Fog.,28.0,1017,76
1030,"Friday 22 January 2010, 12.00 — 18.00",1264161600000.0,17,Scattered clouds.,29.0,1014,54
1031,"Friday 22 January 2010, 18.00 — 00.00",1264183200000.0,7,Haze.,26.0,1016,68
1032,"Saturday 23 January 2010, 00.00 — 06.00",1264204800000.0,2,Haze.,21.0,1015,84
1033,"Saturday 23 January 2010, 06.00 — 12.00",1264226400000.0,7,Haze.,27.0,1016,71
1034,"Saturday 23 January 2010, 12.00 — 18.00",1264248000000.0,17,Scattered clouds.,28.0,1014,60
1035,"Saturday 23 January 2010, 18.00 — 00.00",1264269600000.0,4,Passing clouds.,25.0,1015,76
1036,"Sunday 24 January 2010, 00.00 — 06.00",1264291200000.0,1,Passing clouds.,23.0,1014,87
1037,"Sunday 24 January 2010, 06.00 — 12.00",1264312800000.0,5,Fog.,27.0,1015,79
1038,"Sunday 24 January 2010, 12.00 — 18.00",1264334400000.0,15,Scattered clouds.,27.0,1013,67
1039,"Sunday 24 January 2010, 18.00 — 00.00",1264356000000.0,7,Passing clouds.,25.0,1015,79
1040,"Monday 25 January 2010, 00.00 — 06.00",1264377600000.0,1,Haze.,23.0,1013,95
1041,"Monday 25 January 2010, 06.00 — 12.00",1264399200000.0,6,Scattered clouds.,28.0,1016,80
1042,"Monday 25 January 2010, 12.00 — 18.00",1264420800000.0,15,Passing clouds.,29.0,1013,62
1043,"Monday 25 January 2010, 18.00 — 00.00",1264442400000.0,11,Passing clouds.,26.0,1015,72
1044,"Tuesday 26 January 2010, 00.00 — 06.00",1264464000000.0,6,Passing clouds.,24.0,1014,91
1045,"Tuesday 26 January 2010, 06.00 — 12.00",1264485600000.0,4,Scattered clouds.,29.0,1016,84
1046,"Tuesday 26 January 2010, 12.00 — 18.00",1264507200000.0,17,Scattered clouds.,31.0,1014,57
1047,"Tuesday 26 January 2010, 18.00 — 00.00",1264528800000.0,13,Passing clouds.,26.0,1016,79
1048,"Wednesday 27 January 2010, 00.00 — 06.00",1264550400000.0,4,Passing clouds.,25.0,1014,91
1049,"Wednesday 27 January 2010, 06.00 — 12.00",1264572000000.0,3,Fog.,27.0,1016,90
1050,"Wednesday 27 January 2010, 12.00 — 18.00",1264593600000.0,18,Scattered clouds.,29.0,1014,72
1051,"Wednesday 27 January 2010, 18.00 — 00.00",1264615200000.0,12,Passing clouds.,26.0,1015,86
1052,"Thursday 28 January 2010, 00.00 — 06.00",1264636800000.0,5,Passing clouds.,24.0,1015,94
1053,"Thursday 28 January 2010, 06.00 — 12.00",1264658400000.0,9,Scattered clouds.,29.0,1017,81
