File,URL,Time,Weather,Temperature,Humidity,Wind
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.30,Scattered clouds.,29ʡC,1014 mbar,19 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.00,Scattered clouds.,29ʡC,1013 mbar,19 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.30,Scattered clouds.,29ʡC,1013 mbar,19 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.00,Scattered clouds.,28ʡC,1013 mbar,19 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.30,Scattered clouds.,28ʡC,1013 mbar,19 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.00,Scattered clouds.,28ʡC,1014 mbar,19 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.30,Scattered clouds.,28ʡC,1014 mbar,19 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.00,Scattered clouds.,27ʡC,1014 mbar,15 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.30,Scattered clouds.,26ʡC,1014 mbar,19 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.00,Passing clouds.,26ʡC,1014 mbar,19 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.30,Haze.,26ʡC,1015 mbar,15 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.00,Haze.,26ʡC,1015 mbar,15 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.30,Haze.,26ʡC,1015 mbar,13 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.00,Haze.,26ʡC,1016 mbar,15 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.30,Haze.,25ʡC,1016 mbar,13 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.00,Haze.,25ʡC,1016 mbar,11 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.30,Haze.,25ʡC,1016 mbar,11 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.00,Haze.,25ʡC,1016 mbar,9 km/h
Soupfile_109.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.30,Haze.,25ʡC,1015 mbar,9 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.00Friday 1 March,Passing clouds.,29ʡC,1011 mbar,9 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.30,Passing clouds.,29ʡC,1010 mbar,9 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.00,Passing clouds.,28ʡC,1010 mbar,9 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.30,Passing clouds.,28ʡC,1010 mbar,9 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.00,Passing clouds.,28ʡC,1010 mbar,No wind
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.30,Passing clouds.,28ʡC,1009 mbar,6 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.00,Fog.,28ʡC,1009 mbar,6 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.30,Fog.,28ʡC,1009 mbar,6 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.30,Fog.,28ʡC,1009 mbar,6 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.00,Fog.,27ʡC,1009 mbar,No wind
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.30,Fog.,27ʡC,1009 mbar,6 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.00,Fog.,28ʡC,1010 mbar,6 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.30,Fog.,28ʡC,1010 mbar,6 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.00,Fog.,28ʡC,1011 mbar,6 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.30,Fog.,28ʡC,1011 mbar,6 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.00,Fog.,29ʡC,1012 mbar,9 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.30,Fog.,29ʡC,1012 mbar,9 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.00,Scattered clouds.,30ʡC,1013 mbar,9 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.30,Scattered clouds.,30ʡC,1013 mbar,9 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.00,Scattered clouds.,31ʡC,1013 mbar,9 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.30,Scattered clouds.,32ʡC,1012 mbar,19 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.00,Scattered clouds.,32ʡC,1012 mbar,13 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.30,Scattered clouds.,32ʡC,1012 mbar,17 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.00,Scattered clouds.,32ʡC,1011 mbar,19 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.30,Scattered clouds.,32ʡC,1010 mbar,17 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.00,Scattered clouds.,32ʡC,1010 mbar,17 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.30,Scattered clouds.,32ʡC,1010 mbar,19 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.00,Scattered clouds.,32ʡC,1009 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.30,Scattered clouds.,32ʡC,1009 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.00,Scattered clouds.,32ʡC,1008 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.30,Scattered clouds.,31ʡC,1008 mbar,24 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.00,Scattered clouds.,31ʡC,1008 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.30,Scattered clouds.,30ʡC,1008 mbar,24 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.00,Scattered clouds.,30ʡC,1009 mbar,24 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.30,Scattered clouds.,30ʡC,1009 mbar,20 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.00,Scattered clouds.,30ʡC,1010 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.30,Scattered clouds.,30ʡC,1010 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.00,Passing clouds.,29ʡC,1009 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.30,Passing clouds.,29ʡC,1011 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.00,Passing clouds.,29ʡC,1011 mbar,20 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.30,Passing clouds.,29ʡC,1012 mbar,19 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.00,Passing clouds.,29ʡC,1012 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.30,Passing clouds.,29ʡC,1012 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.00,Passing clouds.,29ʡC,1012 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.30,Passing clouds.,29ʡC,1012 mbar,22 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.00,Passing clouds.,29ʡC,1012 mbar,15 km/h
Soupfile_110.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.30,Passing clouds.,29ʡC,1012 mbar,15 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.00Monday 1 April,Passing clouds.,29ʡC,1010 mbar,9 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.00,Passing clouds.,29ʡC,1010 mbar,6 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.30,Fog.,29ʡC,1010 mbar,9 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.00,Fog.,29ʡC,1009 mbar,9 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.30,Fog.,29ʡC,1009 mbar,9 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.00,Fog.,28ʡC,1009 mbar,7 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.30,Clear.,29ʡC,1009 mbar,9 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.00,Clear.,28ʡC,1009 mbar,9 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.30,Clear.,28ʡC,1009 mbar,11 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.00,Clear.,28ʡC,1010 mbar,9 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.30,Clear.,28ʡC,1010 mbar,6 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.00,Clear.,28ʡC,1010 mbar,11 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.30,Clear.,28ʡC,1011 mbar,11 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.00,Clear.,28ʡC,1011 mbar,13 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.30,Passing clouds.,29ʡC,1012 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.00,Fog.,30ʡC,1012 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.30,Fog.,31ʡC,1013 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.00,Fog.,32ʡC,1012 mbar,22 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.30,Passing clouds.,34ʡC,1012 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.00,Passing clouds.,35ʡC,1012 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.30,Passing clouds.,35ʡC,1012 mbar,22 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.00,Passing clouds.,36ʡC,1011 mbar,22 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.30,Passing clouds.,37ʡC,1011 mbar,22 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.00,Passing clouds.,37ʡC,1010 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.30,Passing clouds.,37ʡC,1010 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.00,Passing clouds.,37ʡC,1010 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.30,Passing clouds.,36ʡC,1010 mbar,24 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.00,Sunny.,35ʡC,1009 mbar,24 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.30,Sunny.,35ʡC,1009 mbar,24 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.00,Sunny.,35ʡC,1009 mbar,22 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.30,Clear.,34ʡC,1008 mbar,22 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.00,Clear.,34ʡC,1008 mbar,22 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.30,Clear.,34ʡC,1008 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.00,Clear.,33ʡC,1008 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.30,Clear.,32ʡC,1008 mbar,17 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.00,Clear.,32ʡC,1009 mbar,15 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.30,Passing clouds.,31ʡC,1009 mbar,15 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.00,Passing clouds.,30ʡC,1010 mbar,15 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.30,Passing clouds.,30ʡC,1010 mbar,17 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.00,Passing clouds.,30ʡC,1011 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.30,Passing clouds.,30ʡC,1011 mbar,20 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.00,Passing clouds.,30ʡC,1011 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.30,Passing clouds.,30ʡC,1012 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.00,Passing clouds.,30ʡC,1012 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.30,Passing clouds.,29ʡC,1012 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.00,Passing clouds.,29ʡC,1012 mbar,19 km/h
Soupfile_111.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.30,Passing clouds.,29ʡC,1011 mbar,19 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.00Wednesday 1 May,Fog.,31ʡC,1005 mbar,6 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.30,Fog.,31ʡC,1004 mbar,6 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.00,Fog.,31ʡC,1003 mbar,No wind
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.30,Fog.,30ʡC,1003 mbar,7 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.00,Fog.,30ʡC,1003 mbar,7 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.30,Fog.,30ʡC,1003 mbar,9 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.00,Fog.,30ʡC,1003 mbar,7 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.30,Fog.,30ʡC,1002 mbar,7 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.00,Fog.,30ʡC,1002 mbar,6 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.30,Fog.,30ʡC,1002 mbar,6 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.00,Fog.,30ʡC,1003 mbar,6 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.30,Fog.,30ʡC,1003 mbar,6 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.00,Fog.,30ʡC,1003 mbar,6 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.30,Fog.,30ʡC,1003 mbar,6 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.00,Fog.,30ʡC,1003 mbar,11 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.30,Fog.,31ʡC,1003 mbar,7 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.00,Fog.,31ʡC,1004 mbar,7 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.30,Broken clouds.,32ʡC,1004 mbar,9 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.00,Broken clouds.,32ʡC,1004 mbar,9 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.30,Broken clouds.,33ʡC,1004 mbar,7 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.00,Broken clouds.,34ʡC,1005 mbar,6 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.30,Broken clouds.,34ʡC,1004 mbar,11 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.00,Broken clouds.,35ʡC,1004 mbar,11 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.30,Broken clouds.,36ʡC,1004 mbar,9 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.00,Broken clouds.,36ʡC,1004 mbar,9 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.30,Broken clouds.,37ʡC,1003 mbar,7 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.00,Broken clouds.,37ʡC,1003 mbar,4 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.30,Broken clouds.,37ʡC,1002 mbar,4 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.00,Broken clouds.,38ʡC,1001 mbar,7 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.30,Broken clouds.,37ʡC,1001 mbar,9 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.00,Broken clouds.,37ʡC,1001 mbar,19 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.30,Broken clouds.,36ʡC,1001 mbar,20 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.00,Broken clouds.,34ʡC,1001 mbar,19 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.30,Broken clouds.,34ʡC,1002 mbar,24 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.00,Broken clouds.,33ʡC,1002 mbar,19 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.30,Broken clouds.,33ʡC,1002 mbar,20 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.00,Broken clouds.,33ʡC,1002 mbar,17 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.00,Partly cloudy.,32ʡC,1003 mbar,13 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.30,Partly cloudy.,33ʡC,1003 mbar,11 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.00,Partly cloudy.,33ʡC,1004 mbar,11 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.30,Partly cloudy.,33ʡC,1005 mbar,9 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.00,Partly cloudy.,32ʡC,1005 mbar,9 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.30,Partly cloudy.,32ʡC,1005 mbar,15 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.00,Partly cloudy.,32ʡC,1005 mbar,19 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.30,Partly cloudy.,32ʡC,1005 mbar,22 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.00,Partly cloudy.,32ʡC,1004 mbar,15 km/h
Soupfile_112.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.30,Partly cloudy.,32ʡC,1004 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.00Saturday 1 June,Passing clouds.,33ʡC,1005 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.30,Passing clouds.,32ʡC,1005 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.00,Passing clouds.,32ʡC,1005 mbar,13 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.30,Passing clouds.,32ʡC,1005 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.00,Passing clouds.,32ʡC,1005 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.30,Passing clouds.,32ʡC,1004 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.00,Passing clouds.,32ʡC,1004 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.30,Passing clouds.,32ʡC,1004 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.00,Passing clouds.,32ʡC,1004 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.30,Passing clouds.,32ʡC,1004 mbar,9 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.00,Passing clouds.,32ʡC,1004 mbar,9 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.30,Passing clouds.,31ʡC,1005 mbar,13 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.00,Passing clouds.,31ʡC,1005 mbar,13 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.30,Passing clouds.,32ʡC,1005 mbar,13 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.00,Passing clouds.,32ʡC,1005 mbar,17 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.30,Passing clouds.,33ʡC,1006 mbar,17 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.00,Passing clouds.,34ʡC,1006 mbar,17 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.30,Passing clouds.,36ʡC,1006 mbar,19 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.00,Passing clouds.,37ʡC,1006 mbar,28 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.30,Passing clouds.,37ʡC,1006 mbar,19 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.00,Passing clouds.,38ʡC,1006 mbar,17 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.30,Passing clouds.,39ʡC,1006 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.00,Passing clouds.,39ʡC,1006 mbar,13 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.30,Scattered clouds.,40ʡC,1005 mbar,17 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.00,Scattered clouds.,40ʡC,1005 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.30,Broken clouds.,41ʡC,1004 mbar,13 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.00,Broken clouds.,41ʡC,1004 mbar,7 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.30,Scattered clouds.,38ʡC,1003 mbar,20 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.00,Scattered clouds.,36ʡC,1003 mbar,20 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.30,Scattered clouds.,37ʡC,1003 mbar,20 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.00,Scattered clouds.,36ʡC,1003 mbar,19 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.30,Scattered clouds.,36ʡC,1002 mbar,19 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.00,Scattered clouds.,36ʡC,1002 mbar,17 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.30,Scattered clouds.,36ʡC,1003 mbar,19 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.00,Scattered clouds.,35ʡC,1003 mbar,19 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.30,Scattered clouds.,36ʡC,1003 mbar,15 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.00,Scattered clouds.,34ʡC,1004 mbar,13 km/h
Soupfile_113.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.30,Scattered clouds.,34ʡC,1004 mbar,13 km/h
